,8,7,6,5,4,3,2,1
2020,0.406303341,0.410072307,0.430173594,0.455498212,0.472063244,0.495944796,0.523377736,0.626789237
2019,0.406575548,0.40855264,0.429795679,0.454558306,0.472009184,0.495276721,0.526145806,0.626425402
2018,0.404476466,0.407868392,0.429085337,0.451471926,0.471848285,0.4932741,0.535168611,0.625867821
2017,0.400512297,0.409504564,0.428403411,0.44820262,0.471315192,0.491407606,0.541378241,0.625719815
2016,0.396618589,0.411684171,0.427568806,0.444466613,0.470218232,0.488244746,0.546136084,0.624569893
2015,0.392666846,0.413655526,0.426235499,0.440789387,0.46835059,0.485053244,0.551108218,0.62302989
2014,0.388400671,0.415669223,0.424347934,0.436499115,0.465687214,0.481246295,0.556248874,0.621007
2013,0.387758669,0.417430279,0.421866229,0.431550335,0.461821718,0.477278678,0.561389797,0.618992129
2012,0.388265032,0.418876959,0.419182174,0.426742186,0.457839093,0.473227584,0.566827761,0.616969016
2011,0.389259302,0.416325865,0.421006487,0.422260475,0.453222509,0.469683565,0.572225279,0.614871808
2010,0.390669146,0.414053902,0.417809334,0.422991231,0.448423981,0.466406981,0.577986001,0.613076841
2009,0.392324657,0.41232836,0.413435678,0.424247923,0.442872876,0.465018261,0.58271808,0.611860134
2008,0.393852245,0.408993266,0.410905399,0.425589711,0.437467805,0.464552969,0.587154539,0.609802017
2007,0.395438145,0.404793914,0.409362023,0.427380021,0.432332022,0.463612961,0.592422911,0.609155084
2006,0.397111747,0.400517684,0.407191008,0.42899142,0.42913612,0.462431697,0.596410194,0.607948995
2005,0.396620803,0.398572279,0.404871001,0.424200562,0.430583999,0.459692261,0.599083994,0.60667147
2004,0.39265469,0.399665958,0.402569368,0.419420887,0.431878128,0.453873323,0.601362154,0.605491164
2003,0.388243391,0.400217194,0.400669326,0.414936201,0.432783324,0.448014705,0.603048806,0.604367441
2002,0.389532086,0.39797022,0.40178129,0.410049966,0.433110651,0.442562656,0.603325135,0.603812083
2001,0.390983591,0.396093965,0.402863372,0.405215259,0.433066294,0.438681631,0.602258633,0.603760159
2000,0.392388556,0.393798832,0.400949433,0.403853593,0.432751085,0.438016772,0.601036756,0.603263264
1999,0.391373628,0.394181402,0.39619673,0.404828308,0.432118921,0.437943049,0.600219417,0.60268006
1998,0.388430907,0.391733887,0.396227419,0.405593996,0.431585504,0.437775082,0.599172103,0.601796074
1997,0.385452651,0.387427376,0.398725412,0.406562986,0.431099589,0.438327958,0.598416915,0.600776192
1996,0.383230455,0.386431701,0.401913504,0.407721209,0.430547074,0.439313157,0.598360247,0.600017451
1995,0.3808128,0.388473692,0.406213192,0.409543939,0.430575875,0.441303206,0.598895956,0.59998875
1994,0.378048019,0.389993443,0.410636659,0.411263794,0.430597534,0.443779524,0.599183564,0.599712983
1993,0.375774034,0.392058605,0.413083704,0.416247802,0.431496344,0.446151373,0.600471221,0.600985259
1992,0.373432823,0.393584539,0.414759558,0.421819905,0.432422085,0.44914866,0.601874261,0.602149975
1991,0.370844811,0.394107174,0.416152472,0.426915984,0.432596691,0.451173096,0.597648231,0.602460221
1990,0.368278105,0.394772699,0.417304448,0.431823455,0.432955401,0.453432649,0.592918554,0.602495166
1989,0.365578357,0.395765681,0.418523229,0.432879799,0.436961272,0.456354799,0.588652047,0.602816496
1988,0.36510871,0.396189898,0.419155884,0.432978829,0.441484965,0.458977588,0.584980943,0.602808804
1987,0.366848336,0.396388361,0.420263109,0.432517221,0.445264453,0.461304755,0.581100092,0.60230338
1986,0.368299611,0.397406296,0.421300674,0.431990528,0.447958402,0.463483205,0.579050465,0.601981057
1985,0.369664569,0.398707987,0.422618053,0.430950225,0.45012615,0.465088824,0.577220237,0.600579932
1984,0.370401716,0.399170136,0.423768014,0.429802726,0.452561144,0.467120819,0.574971821,0.598837799
1983,0.370838034,0.399275931,0.425475115,0.428330401,0.454381097,0.468114912,0.573628657,0.596714695
1982,0.371335647,0.399436778,0.426828845,0.427061227,0.455795314,0.468929283,0.57035885,0.594425851
1981,0.370934385,0.400066535,0.425727945,0.429078466,0.457250059,0.469420179,0.56812551,0.592074004
1980,0.371058328,0.399719298,0.424284984,0.431205953,0.459140591,0.470248878,0.565467397,0.58926199
1979,0.374676639,0.399238588,0.423278116,0.434225951,0.461164549,0.471011314,0.562698773,0.58746823
1978,0.378189341,0.398826433,0.422035948,0.436400837,0.463657309,0.470449069,0.559105341,0.584585022
1977,0.381824421,0.397655746,0.420657818,0.438966961,0.465751362,0.468679781,0.556004402,0.582152359
1976,0.384960778,0.395741866,0.418752548,0.441410129,0.466973075,0.46747781,0.552165934,0.579981421
1975,0.389571925,0.394147017,0.416444891,0.443641397,0.466207335,0.469824711,0.548021192,0.577981241
1974,0.392748194,0.393183643,0.414210404,0.446360339,0.464309253,0.471951323,0.54351624,0.575829946
1973,0.390768132,0.396270619,0.412175801,0.448985789,0.461367787,0.470707589,0.537793022,0.573324504
1972,0.388947909,0.400570197,0.409471341,0.451341956,0.459462653,0.467977556,0.534231923,0.570930436
1971,0.393769401,0.404082681,0.406558787,0.453461198,0.458240237,0.464727788,0.531738335,0.568052152
1970,0.398366291,0.403353175,0.406829278,0.455354806,0.457297363,0.460919688,0.529757896,0.564828038
1969,0.400776887,0.403697694,0.409986305,0.457143618,0.45740289,0.458222247,0.527174607,0.562842438
1968,0.396971986,0.407154574,0.412749344,0.453212405,0.45670807,0.459565943,0.524020115,0.560471701
1967,0.403853617,0.411511088,0.413622571,0.449032336,0.457340157,0.45880436,0.519323161,0.557465865
1966,0.408827625,0.414748433,0.415845418,0.44458115,0.456542152,0.458719397,0.520101011,0.554219689
1965,0.411553539,0.415143859,0.416551687,0.440238709,0.459035434,0.459591906,0.523776563,0.550832486
1964,0.414077425,0.414270328,0.418015849,0.436181987,0.459952022,0.460323632,0.525328933,0.547754751
